professionals_id,professionals_location,professionals_industry,professionals_headline,professionals_date_joined
d5ee0b2f7ad0476285401be4bcc9311c,,,,2011-12-26 05:00:00 UTC+0000
b4e7e9726a9240dca43ac3818d96c199,,,,2011-12-26 05:00:00 UTC+0000
c9c111af948d44ec99ae4706f792cafb,,,,2011-12-26 05:00:00 UTC+0000
b1fc2c081a75475a936f74acc5a4fcdd,,,,2011-12-26 05:00:00 UTC+0000
f96c2cdbeb314deb911adcead45b4280,,,,2011-12-26 05:00:00 UTC+0000
57bf55fab9b549d3a2d9afbe5a6ed7dd,,,,2011-12-26 05:00:00 UTC+0000
91b249c2b66e44c7ac2c9bd2a7256e98,"Cambridge, Massachusetts",,,2011-12-26 05:00:00 UTC+0000
8fa038d69f5647a091c766bf460d2616,,,,2011-12-26 05:00:00 UTC+0000
70f812ce6f57465fa79531f8c56ecdf8,"Haslet, Texas",,,2011-12-26 05:00:00 UTC+0000
27c3a6837d9d464387dd90b84288b5cc,,,,2011-12-26 05:00:00 UTC+0000
1e4cc96c24344c8b806c26c3e6746167,"Boston, Massachusetts",Hospitality & Consulting,Hospitality and Restaurant Consultant,2011-12-28 14:35:42 UTC+0000
8442ddfd38bc422fb4677785db0630e6,"Ghaziabad, Uttar Pradesh, India",,,2011-12-29 05:00:00 UTC+0000
a0b223a332b94391a5e7cb1440043106,,,,2011-12-29 05:00:00 UTC+0000
4a71c85e58dc4c1a8546574188582a92,"New York, New York",,,2011-12-29 05:00:00 UTC+0000
7e3c5699bd2944ccb93679c6327ce02b,"Tamworth, England, United Kingdom",,,2011-12-29 05:00:00 UTC+0000
7a834b10a8c4494c96ca3fce733c7185,,Engineering,Electrical/Computer Engineering ,2012-01-01 05:00:00 UTC+0000
e18337fd36cf4dffb589f2d548e8270c,"Boston, Massachusetts",,,2012-01-01 05:00:00 UTC+0000
c08a0cc55fe9429d93aaa18fddc5266e,"Pittsburgh, Pennsylvania",,,2012-01-01 05:00:00 UTC+0000
a71fdedfdb8a478cb19f6fdb761da215,"Oakland, California",,,2012-01-02 05:00:00 UTC+0000
757a51fd3f2d4b4a8c0f209046e55810,"New York, New York",,,2012-01-02 05:00:00 UTC+0000
83d81f14765740988417b18bd0553fb0,,,,2012-01-02 05:00:00 UTC+0000
3516b29f88ec4ea69c46e4cf0adfdb02,,,,2012-01-02 05:00:00 UTC+0000
07cc545a05c14547927bf38d86dbea0b,"Plattsburgh, New York",,,2012-01-02 05:00:00 UTC+0000
23dce13ca6164a73aec7a3cd56a4884d,"Carmel, Indiana",,,2012-01-07 05:00:00 UTC+0000
e14d5241d10e4ea8b8e461ae6f41963a,"Peabody, Massachusetts",,,2012-01-09 15:23:17 UTC+0000
0380464990eb44668ad558d5624aa895,"Boston, Massachusetts",,,2012-01-10 16:30:00 UTC+0000
f576b57f3a834c6990a30020d61d6ba5,,,,2012-01-10 18:56:42 UTC+0000
6b4fe248200749bf9e9a6474309d012e,"Redwood City, California",,,2012-01-10 05:00:00 UTC+0000
6ae890bf5e0b462b82b271898b98e301,,,,2012-01-10 05:00:00 UTC+0000
a6a8b236321646069558ef93844cc9e9,,,,2012-01-12 14:48:54 UTC+0000
d586ca6974a547eb8b9ccb58bc694cfe,,,,2012-01-13 08:34:14 UTC+0000
1ec14aee9311480681dfa81b0f193de8,"Denton, Texas",Software,Google Software Engineer,2012-01-15 19:21:07 UTC+0000
e17c2984dbdf492f845751b78ed0a062,,,,2012-01-17 19:06:11 UTC+0000
4d4bc047c47f4b8cbb9a6365bb1ac959,,,,2012-01-18 14:10:26 UTC+0000
00cd9e8093584827bd4d48670bb5077a,,,,2012-01-19 01:12:37 UTC+0000
7a45b303a3934758b24e28573153e0a7,,,,2012-01-19 04:21:06 UTC+0000
fc993910544c483bb1d8cea5e7120377,,,,2012-01-19 18:05:02 UTC+0000
77de187b5b4f4c1fab4aafe6d3526d53,,,,2012-01-19 19:03:01 UTC+0000
b424f396407b4d76b9ea31d6fd311bc2,,,,2012-01-19 20:32:10 UTC+0000
cd0e230d2dbd4bfc9cbabf0311e3f54d,,,,2012-01-20 14:23:43 UTC+0000
5fa243ab338e4ac7824ffdc2debfe400,,,,2012-01-20 14:29:16 UTC+0000
ea3eebc1e1364406a297347867da61cd,,,,2012-01-20 16:29:51 UTC+0000
2927388bfdb845b8837bd4d1f0d5e46e,"Surprise, Arizona",,,2012-01-21 10:50:58 UTC+0000
226e166050444f9f91a5f920977bc748,,,,2012-01-23 03:21:47 UTC+0000
ccad7c94952a49b9ad0fb85b09d1398d,"New York, New York",Mobile,Co-founder of mobile fashion shopping app,2012-01-23 16:54:25 UTC+0000
64b811373fad4e509ca8678923df5775,,,,2012-01-23 21:03:34 UTC+0000
71b73bca4f404b7a95148efdb274c9c9,,,,2012-01-24 19:29:53 UTC+0000
624194ea296c49a6a8ef1180787476dc,"Redwood City, California",,,2012-01-24 19:54:20 UTC+0000
9ec2de9933d641979e38827292838a92,,,,2012-01-25 18:20:35 UTC+0000
f43cb922135849c58ef534f2e3069b51,,,,2012-01-25 20:00:30 UTC+0000
44b2484ecd3642c6a47514f3876cf14a,"Cambridge, Massachusetts","Healthcare, Pharmaceuticals, Life Science",Scientist and Healthcare Entrepreneur,2012-01-25 20:40:43 UTC+0000
2261a3ced4894cfdaa723702e9991119,,,,2012-01-26 18:34:39 UTC+0000
82c51b2f74ca466c9f7c892cc8509e45,,,,2012-01-28 10:37:41 UTC+0000
66a6d2d213da44fbbf6e9407df46be73,,,,2012-01-30 15:02:23 UTC+0000
a620860fe2e044a2bad3ed0b3ef8637e,"Ashburn, Virginia",,,2012-01-30 16:58:51 UTC+0000
cc181577206b44b19749eb3c3a10f12d,,,,2012-01-30 21:33:11 UTC+0000
7a266dbdaca94ef388d9790128d34162,,,,2012-01-31 02:45:55 UTC+0000
313433626fa740e395df5b14276c1f5d,,,,2012-01-31 17:34:28 UTC+0000
a2fe0e5a20ae4902a404b4b45726759e,,,,2012-01-31 19:22:31 UTC+0000
3cf560d1f2b14f3189945642166c5a78,,,,2012-02-03 00:01:12 UTC+0000
4dbdd4b99f80446798b3ab477f049285,"Montreal, Quebec, Canada",,,2012-02-03 14:37:14 UTC+0000
9c5803ae43ca4cf6b27ea85871625116,"San Francisco, California",,"Engineering, Program Management",2012-02-03 16:10:45 UTC+0000
47a4990db08a45d1a9488bd007623823,,,,2012-02-03 19:09:30 UTC+0000
f84ea2f1af1d4030aa12ac265a67b083,,,,2012-02-07 04:48:52 UTC+0000
83de8cd32aae45248eaca67fe2a27f2c,"Los Angeles, California",,,2012-02-07 15:52:54 UTC+0000
6566e2defa5544bc8d08ae1f2785e7d0,,,,2012-02-08 18:41:59 UTC+0000
53c0a7af0bda49a99181a048a5c44e3f,,,,2012-02-10 06:37:42 UTC+0000
a656a7121f2945608f7049af9bce9725,"Denton, Texas",,,2012-02-10 16:15:21 UTC+0000
819d6df0a74045e2a18b1f6f130ff0a4,,,,2012-02-11 02:55:32 UTC+0000
bf9ca6253c9b4c2b83d775b5e85e83ba,,,,2012-02-12 23:30:12 UTC+0000
f05b33a454c048f3bbc73f5f3f7f5127,"Indianapolis, Indiana",,,2012-02-15 19:01:44 UTC+0000
560a4bb63dad4df7b9a81efa29c11231,"Boston, Massachusetts",,,2012-02-15 21:38:14 UTC+0000
103f315f01624f039b91c96ba6d8fff7,,,,2012-02-16 08:30:14 UTC+0000
a199b1b23d6c48d6b0728ea71de886dd,,,,2012-02-17 14:59:33 UTC+0000
36adb6e6f7934f3c82eac29a615d066f,"Boston, Massachusetts",IP,CEO and Founder,2012-02-17 15:09:45 UTC+0000
6925cf6e68794051969ac2ae39eda4f1,,,,2012-02-17 18:34:57 UTC+0000
8fd2282cc65f4fb0bec02d098c271338,,,,2012-02-18 01:46:17 UTC+0000
e406a512fb664ce8ae886334a3dd710a,,,,2012-02-18 17:58:11 UTC+0000
bccd61129e1c495e94b28e8e6d326388,"Foxborough, Massachusetts","Business Development, Electrical Engineering","Electrical Engineer, Entrepreneur, and Lighting Professional",2012-02-18 19:59:28 UTC+0000
cd6f9d77305c4173831c696ad901e275,,,,2012-02-19 21:26:25 UTC+0000
d1530a33a5e24d999be14d432be689fb,,,,2012-02-21 20:56:08 UTC+0000
c8fd41c550f24ccd85a4501494e45b03,,,,2012-02-22 02:41:51 UTC+0000
e9b8e066d6ea46dda5dc1e17c1be08f0,,,,2012-02-22 18:34:17 UTC+0000
65553bb9f99942b8a9c61f390e3fdc91,,,,2012-02-24 22:17:05 UTC+0000
b2b12d63362540938edd4e8eb5a53987,,,,2012-02-25 14:54:01 UTC+0000
63d8df7669844824a433cdc832a75758,"New York, New York",,,2012-02-28 16:31:21 UTC+0000
c4f0f3d403a04619b311b5bdb93a1f41,"Oakland, California",,,2012-02-28 18:33:08 UTC+0000
86cb87b522eb45f7867fea0f274cea1f,,,,2012-02-28 18:45:04 UTC+0000
17f1159c847d428b80abc9d1099ee784,,,,2012-02-28 21:51:40 UTC+0000
d84634f3df7a421b945adef3fb19ed31,"New York, New York",,,2012-02-29 14:08:14 UTC+0000
ec795d2255944d43b59ae528170c873a,,,,2012-02-29 18:39:29 UTC+0000
77e8d040ac2446c5aedbcdf90f45e57c,"Berlin, Massachusetts",,,2012-02-29 18:40:08 UTC+0000
87ba8504d00d4a2db29e854c78737cff,,,,2012-02-29 18:40:14 UTC+0000
760c71146f5547909e0b290fd3634175,,,,2012-03-01 14:09:54 UTC+0000
ac267b87fc62401bbfdc655f5fe85df9,"New York, New York",,,2012-03-01 20:12:31 UTC+0000
6f94c13fbf3c461a8a22b37af3f2b5af,,,,2012-03-02 03:32:07 UTC+0000
9d72f0506565419598b3643e05a3e3c1,,,,2012-03-02 20:38:19 UTC+0000
b72ee59027f643b7a520de7fd6f541a7,"Oakland, California",,,2012-03-05 14:19:49 UTC+0000
14007bc9f3be4e7da8edb04c72553c22,"Oakland, California",,,2012-03-05 18:17:00 UTC+0000
7f0bd23d815e404ebd745dc479facda9,,,,2012-03-05 23:47:54 UTC+0000
8e3f72ad088545ffb5ef7ecb3c8b750c,,,,2012-03-06 14:15:15 UTC+0000
e10d6d6f55b34fa1ba089df26d08b19b,,,,2012-03-18 22:31:18 UTC+0000
df2fa237ce144135bc0e664abe4f6dac,,,,2012-03-22 12:34:29 UTC+0000
fc11dca126074ce693ab3f2644bea385,,,,2012-03-24 02:59:29 UTC+0000
6f57685532374a8f993c0d2de2376552,,,,2012-03-29 16:52:54 UTC+0000
255050f16f584ce3aaea168494ab4321,,,,2012-03-29 17:27:59 UTC+0000
0ce02fbe57354651adee43be58a10cd4,,,,2012-03-29 17:30:44 UTC+0000
0a709e8b011c4ae5a30373643cae34cb,"Houston, Texas",,,2012-03-29 22:20:40 UTC+0000
db8cd00a3c5441e580cfb5f81de35427,,,,2012-03-30 01:12:51 UTC+0000
2e80f4e84caa4dbc94e7e5311d3bbcd2,"Beverly Hills, California",,,2012-03-30 21:21:16 UTC+0000
5309d294514e4064a27469e4f84f58e4,"Redwood City, California",,,2012-03-31 15:08:37 UTC+0000
a35a2a709c614a788f70f2136778f39d,"Los Angeles, California",,,2012-03-31 15:09:13 UTC+0000
9520d6348e9b4af19419aaac7dc0af76,,,,2012-03-31 17:42:19 UTC+0000
c32e10534451469e8fbc0077acf317c2,,,,2012-03-31 23:22:03 UTC+0000
6aec69f4d9474074b1f20a740675dced,,,,2012-04-01 19:23:11 UTC+0000
ea7a8dcd1a1f41e2a3a3636c95643649,United States,,,2012-04-05 04:36:37 UTC+0000
22c669cfc8544142abd1931117c6dbf1,,,,2012-04-07 18:35:19 UTC+0000
aef2e9377f994faf98219268b7e0bc3e,,,,2012-04-10 14:10:04 UTC+0000
88965ec6003d4984bcf7c3cd0528f5e7,,,,2012-04-14 18:28:08 UTC+0000
54a964c533494a739aeb5d4d1761f3ef,,,,2012-04-18 12:58:14 UTC+0000
58e667cf62364f3b8720944a0abb4956,,,,2012-04-21 19:00:06 UTC+0000
eb35fd624f0343cb9d94fe17b2cc6e55,,,,2012-04-23 01:24:28 UTC+0000
b3d7e6045ac1468598dd3cf94013cc39,,,,2012-04-24 22:08:25 UTC+0000
e6a287480d7e4d8991db420b74fdcb76,,,,2012-04-27 16:57:18 UTC+0000
e046c6add94e4fa090ee6a25438a2d43,,,,2012-04-30 14:47:11 UTC+0000
94134dce27a24de5af019665505ac638,,,,2012-05-02 19:58:48 UTC+0000
944c34f411c046bc9ab30b71ca92cf25,,,,2012-05-03 09:08:21 UTC+0000
2e64429c4ff643908d50f86c42a4055d,,,,2012-05-04 11:36:18 UTC+0000
adfd3cfa32154a0997dad20607cba3c6,,,,2012-05-07 17:17:17 UTC+0000
f6495850d9be4bebbd0a78f25a9f4371,"Berkeley, California",,,2012-05-09 03:26:35 UTC+0000
960d55fa9cf64af1884700c666de56c4,,,,2012-05-18 19:52:50 UTC+0000
3ca044b9c85a47cb8486a11e64947a0a,,,,2012-05-23 19:57:39 UTC+0000
5cd518681ed54ad095c9d77fee551fee,,,,2012-05-24 13:02:28 UTC+0000
aa99fbe21aab407ba90b73ebe884db0f,"New York, New York",,,2012-05-24 20:02:49 UTC+0000
80fe43a91d804ba38180ae5a422d7228,,,,2012-05-26 23:00:49 UTC+0000
9b46981828c641269352a6b4792fb8e3,,,,2012-05-27 02:41:35 UTC+0000
4bd93d8ffa1b47c5a4f74c9937dbb5be,,,,2012-05-29 13:55:20 UTC+0000
c022c18dade74a7f8d6af25d23dd0685,"New York, New York",,,2012-05-29 19:17:38 UTC+0000
62c86b09e80144ea91a3674399e43ade,,,,2012-05-30 04:30:55 UTC+0000
d0ef572befc74d48a38cae32f0d97f3b,,,,2012-05-30 22:16:15 UTC+0000
a6944b66ea1942128ea31b2aae5c4d75,,,,2012-06-02 16:51:42 UTC+0000
502c23b92c9a4ecd8f101869d5e2d32e,"Lake Worth, Florida",,,2012-06-04 12:22:36 UTC+0000
a8d75a1b08b547e995ca2df5cc727d9d,"Boston, Massachusetts",,,2012-06-07 13:55:05 UTC+0000
e78734e68db442fd8816d05959010e0e,"Lake Worth, Florida",,,2012-06-08 14:04:08 UTC+0000
b9f546583fec45389154401e1f4c974d,,,,2012-06-14 18:58:21 UTC+0000
4e1dc676139f43ef8d2a61ff862e936a,,,,2012-06-20 03:05:06 UTC+0000
7186da9f69f84ecab74bef5bb69ec8f8,,,,2012-06-27 23:10:54 UTC+0000
efa76779031b4842bc8b5d3475a97fc0,,,,2012-06-30 10:17:02 UTC+0000
9c96e280c423409bbc7ebc7a96383600,,,,2012-07-03 07:42:41 UTC+0000
8c4cd513cf154dbd99e2cf173436e057,,,,2012-07-11 18:34:34 UTC+0000
ebb17b0f74c5440babf2319ca266b8e9,,,,2012-07-11 23:57:40 UTC+0000
affd942996dc4f0ca275bcf2bfdd8cdf,,,,2012-07-17 19:17:48 UTC+0000
33efe716e61542558f4fbfb21bddb392,,,,2012-07-29 19:28:31 UTC+0000
b1395e277756464ca606a153e538b747,,,,2012-08-01 13:14:43 UTC+0000
a4774a6c32f84a3c82936c9bef899583,,,,2012-08-09 17:31:55 UTC+0000
bc3c6c1ce3ac4a6d908f3ecf8c94e470,,,,2012-08-13 09:26:51 UTC+0000
bcf79df4a49f47b7adf884511d82263a,,,,2012-08-19 18:53:44 UTC+0000
efa412529f5948bfb1a8ccb6cebcd5e3,"Boston, Massachusetts",environmental consulting,,2012-08-23 03:15:14 UTC+0000
3449dab66faa473b9b485d46f1d2ec0f,,,,2012-08-23 03:48:53 UTC+0000
38bc1866f29744f9a003e2e826e3fcb1,"Coimbatore, Tamil Nadu, India",,,2012-09-08 14:38:16 UTC+0000
8039f9e0f48946d499d3e9afdc1d067c,,,,2012-09-08 18:55:32 UTC+0000
54aa2302458f4662a7527d79bc0278d5,,,,2012-09-08 19:24:06 UTC+0000
bfdedda429f940efb86d3cc923bc9f99,,,,2012-09-08 19:43:05 UTC+0000
4cf8fd05248647a088f3e2c4118f052f,"Peabody, Massachusetts",,,2012-09-09 03:12:07 UTC+0000
29066f5ff3504a91bb7bb304ae6890cb,,,,2012-09-09 04:51:58 UTC+0000
99382c0f2394425896ef92cae2b24365,"San Jose, California",,,2012-09-09 21:11:53 UTC+0000
3434b96f6ad14d7ab501bc2498fb79dd,,,,2012-09-09 21:54:54 UTC+0000
6528a2e859cf4409be758ad4ee913067,"San Francisco, California",,,2012-09-10 02:33:40 UTC+0000
923283c837174027ac4769a266910ff4,,,,2012-09-10 03:41:54 UTC+0000
4b2e839df5d34ababb70ea472f5fbbce,,,,2012-09-10 05:34:04 UTC+0000
ce32d180f6194d6eb7c5e60a0b69a6d9,,,,2012-09-10 15:54:16 UTC+0000
ebc04ab56c344045abda093c7984c974,"Coimbatore, Tamil Nadu, India",,,2012-09-12 15:11:53 UTC+0000
28740d9c1158464e9203cd4c00c3ebd9,,,,2012-09-13 17:29:09 UTC+0000
c8c784fb2db74f9fa34e042a134849fb,,,,2012-09-14 22:09:52 UTC+0000
16e3896bef7e40229b2ccdc8fb2295c9,,,,2012-09-18 13:50:04 UTC+0000
778f3e1c7daa42c08a52c82ccfe4c97d,,,,2012-09-18 23:21:25 UTC+0000
c67cb5828d874157b75607e3b71e4a24,,,,2012-09-19 02:59:03 UTC+0000
f2481b57a38f4362b28dcd825fb1083a,,,,2012-09-22 17:12:42 UTC+0000
a96726e8c1e14e099965898bf2c4d2d5,"Mechanicsburg, Pennsylvania",,,2012-09-24 02:48:56 UTC+0000
7cd2c209d0394168b2536ed920906583,,,,2012-09-25 17:13:14 UTC+0000
5b8b7556985a443da4f46c90a04cd0ec,,,,2012-10-01 17:33:48 UTC+0000
49ae0135ce3548ffab2eb79b9c1f2882,"Cambridge, Massachusetts",Software/Web,Ruby on Rails Developer,2012-10-04 18:46:33 UTC+0000
42dd10ee0a724048a9f79ce927c45852,"Redwood City, California",,,2012-10-07 19:28:45 UTC+0000
26a069e291e44f308a6cb4db6106f931,,,,2012-10-10 11:18:37 UTC+0000
c086bc34e0b04d0484f307321b71b7f1,,,,2012-10-10 22:37:48 UTC+0000
5806dd7e68354d759ab36df091dde93d,,,,2012-10-11 03:16:25 UTC+0000
3a27f0a7707741feabfc96d27cfb7feb,,,,2012-10-11 19:50:10 UTC+0000
c02bb11b6ecf4209ae3430ce2da1180f,,,,2012-10-11 21:10:23 UTC+0000
e88bf82f2db24c17a112da19e51278cd,"Boston, Massachusetts",,,2012-10-11 21:38:37 UTC+0000
ae40997beb0f4e8590737836650700f6,,,,2012-10-16 05:06:52 UTC+0000
ac70067112ee4816aaae5fe064c0f9c1,,,,2012-10-16 12:55:32 UTC+0000
0d46e4a1c2024d97882f81dc713e5783,"San Francisco, California",,,2012-10-22 16:36:21 UTC+0000
3a1f6a19b70847d7b4f278f2a2496509,,,,2012-10-24 04:00:00 UTC+0000
2d96cabfab6d4857856e2ad177cedc49,"Boston, Massachusetts",,,2012-10-24 04:00:00 UTC+0000
4f426674724f4753b6d6292b33edf31b,"Redwood City, California",,,2012-10-24 04:00:00 UTC+0000
4f9b6ed9f6fc4a90b9abc0faa7d3edba,,,,2012-10-24 04:00:00 UTC+0000
1d30d1f18bd34637978b4905ed1418d8,,,,2012-10-24 04:00:00 UTC+0000
e0d2d0c08c5f47bea75be61c9823bb12,,,,2012-10-24 04:00:00 UTC+0000
e92c35af7a0440e8b1fed40ee7dda14c,"Boston, Massachusetts",,,2012-10-24 04:00:00 UTC+0000
2d86f61bdad747c9911ceb2248a030f3,,,,2012-10-25 09:10:29 UTC+0000
fda9e21c19c94a9e90663c3e1c7ab927,,,,2012-10-28 12:48:13 UTC+0000
e397c3fc70ab4548966129c00e1d9c16,,,,2012-10-30 16:52:51 UTC+0000
49b603f88a6e445bb4266aee1b22cbae,,,,2012-10-31 08:16:47 UTC+0000
3a0b304aa1754b9a98c9b9186d85fd36,,,,2012-10-31 10:05:56 UTC+0000
f933555d2b364f95be28f988dd24f7cd,,,,2012-10-31 12:07:41 UTC+0000
3a2c1e9d2bdf4814acf44f3ff26be88c,,,,2012-10-31 12:35:29 UTC+0000
1cdf788273854545be9f0652b237cc9a,,,,2012-10-31 14:04:40 UTC+0000
a83fda6d29304028b40102925e9f7618,,,,2012-10-31 18:47:27 UTC+0000
42dcf417b54f4e57865dec6069bde60b,,,,2012-10-31 18:58:03 UTC+0000
0de9475d075e44168366bdb40be39e50,,,,2012-10-31 19:00:04 UTC+0000
b9b4844442c945b0af72428209ca4def,,,,2012-11-02 00:45:58 UTC+0000
bc968ce046b544bf80ba517bc2f81dab,,,,2012-11-05 19:42:10 UTC+0000
6af58954ec794dedb79c53bfa0f3b54b,,,,2012-11-07 01:05:03 UTC+0000
24f5a4b0b1bf4219bd6af519be83f010,,,,2012-11-07 14:47:34 UTC+0000
280e54fd0c03405586f331bf92362c37,,,,2012-11-07 14:48:10 UTC+0000
b5bd5fccd4184e9a85eba2631e14dc85,,,,2012-11-07 14:48:21 UTC+0000
a7a2d8ad4ed340eaa9c1be8f34cd7d4e,,,,2012-11-07 14:48:26 UTC+0000
d7b4f2e5396449a9b153d000f1494f64,,,,2012-11-07 14:48:39 UTC+0000
e99667f85a2c426b891e5164193f48f1,"Phoenix, Arizona",,,2012-11-07 14:49:02 UTC+0000
ea1b68550522400699f402ec05199a94,,,,2012-11-12 07:57:33 UTC+0000
66d1bd52f4e54b18ace87a98eb3dd13a,,,,2012-11-12 13:22:26 UTC+0000
980b7c12584b48108a756133db7bbe72,,,,2012-11-13 14:41:22 UTC+0000
3ac40a25c0134c5eb52acf21e06532c8,,,,2012-11-24 18:20:16 UTC+0000
146ba9b0051c403fb8983831b67d81f3,,,,2012-11-26 11:35:08 UTC+0000
cc66003a03cd43bc9dd3edf00d071a35,"Clermont, Florida",,,2012-11-29 14:44:15 UTC+0000
6ff7b7978d084dd7be8a612ad72f0426,,,,2012-11-29 17:07:58 UTC+0000
f6fce973e70b4688aa02ee08d7d5db4a,,,,2012-12-01 02:10:04 UTC+0000
5e8a80f7c33347ea96a8d80d40f999b2,,Biotechnology / Pharmaceutical,,2012-12-02 01:53:42 UTC+0000
0664a9def70f440a852928fe5bce7be6,,,,2012-12-03 20:12:12 UTC+0000
043fb0b16f144b7d99500dca9dcfff26,,,,2012-12-03 21:19:14 UTC+0000
9a6c7aed2df84e6e9770708e2624175f,,,,2012-12-07 19:00:18 UTC+0000
ae431c09bcff4af3882a3ddb15808bf2,,,,2012-12-08 14:41:56 UTC+0000
aa264412b32e4e43b2f10e275e4091f6,,,,2012-12-10 10:32:13 UTC+0000
13994c1dc94c4918a466516784c18f08,,,,2012-12-13 02:06:18 UTC+0000
0801a560a3bb471f8a12290e756a1868,,,,2012-12-19 21:57:11 UTC+0000
8da04165a52a41c38321b3cae9731aa0,,,,2012-12-20 17:42:19 UTC+0000
c0f1f2e8a4e044128087459950f17a37,,,,2012-12-21 22:43:45 UTC+0000
91acfd00024d4d54af65326628a6cf6e,,,,2013-01-08 03:43:51 UTC+0000
c8284752d8eb45bea0d267579c1aed8f,,,,2013-01-10 22:36:51 UTC+0000
2eae5867e7ca4c1f8be06a0f8c9cb7b7,,,,2013-01-11 09:50:31 UTC+0000
97b236787b1c46d9ada2a8f2bef1e978,,,,2013-01-16 17:47:18 UTC+0000
47eb245250ab419d91160ff9b8b6f348,,,,2013-01-23 21:24:37 UTC+0000
fcf48885200f47b8a1849ac18e7bd1d5,,,,2013-01-24 04:06:55 UTC+0000
bbc42efc482c4e078fdc852dc2ee1b09,,,,2013-01-26 01:57:19 UTC+0000
769415c815c8418888045b19fc63dbe3,,,,2013-01-26 14:13:33 UTC+0000
